score_factor,gender_factor_protected,age_factor_protected,race_factor_protected,priors_count,crime_factor,two_year_recid
LowScore,Male,25 - 45,Caucasian,0,M,0
HighScore,Male,25 - 45,Caucasian,1,F,0
LowScore,Male,Greater than 45,Caucasian,11,F,1
LowScore,Male,Greater than 45,Caucasian,2,F,0
LowScore,Male,Greater than 45,African-American,4,M,0
HighScore,Female,Greater than 45,Native American,15,F,1
HighScore,Male,Greater than 45,African-American,21,F,1
LowScore,Female,Greater than 45,Caucasian,1,F,0
LowScore,Female,Greater than 45,Caucasian,0,F,0
LowScore,Male,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,Caucasian,5,M,1
HighScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,25 - 45,African-American,26,F,1
HighScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,Less than 25,African-American,0,F,0
HighScore,Male,25 - 45,African-American,4,F,1
HighScore,Female,25 - 45,African-American,3,F,1
LowScore,Male,25 - 45,Caucasian,3,F,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,25 - 45,Caucasian,11,F,1
HighScore,Male,Greater than 45,African-American,5,F,1
LowScore,Male,25 - 45,Other,4,M,1
LowScore,Male,25 - 45,African-American,18,F,1
HighScore,Male,25 - 45,African-American,15,F,0
LowScore,Male,25 - 45,African-American,0,F,0
LowScore,Male,25 - 45,African-American,8,M,1
LowScore,Male,25 - 45,Hispanic,3,F,0
LowScore,Female,25 - 45,Caucasian,0,F,0
HighScore,Female,Less than 25,Other,0,M,1
LowScore,Male,25 - 45,Hispanic,0,M,0
HighScore,Male,25 - 45,Caucasian,6,M,0
LowScore,Male,25 - 45,African-American,3,F,1
LowScore,Female,25 - 45,African-American,0,M,0
HighScore,Female,25 - 45,Caucasian,2,F,1
LowScore,Male,25 - 45,African-American,3,F,0
LowScore,Male,25 - 45,Caucasian,1,M,0
HighScore,Male,25 - 45,Caucasian,5,F,1
LowScore,Male,25 - 45,Hispanic,1,M,0
LowScore,Male,Greater than 45,Caucasian,1,M,0
LowScore,Male,25 - 45,Caucasian,2,F,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Female,25 - 45,Caucasian,4,M,1
HighScore,Male,Greater than 45,Caucasian,9,F,0
LowScore,Female,25 - 45,Caucasian,0,F,0
LowScore,Male,Less than 25,Caucasian,0,F,0
LowScore,Male,Less than 25,African-American,0,F,1
HighScore,Male,25 - 45,African-American,4,M,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,25 - 45,African-American,4,F,0
LowScore,Male,25 - 45,Caucasian,0,M,1
HighScore,Male,25 - 45,African-American,3,F,1
LowScore,Male,Greater than 45,African-American,1,F,0
LowScore,Male,25 - 45,Caucasian,3,F,1
LowScore,Female,25 - 45,Hispanic,0,M,1
HighScore,Male,25 - 45,African-American,14,F,1
HighScore,Male,Less than 25,African-American,0,M,0
LowScore,Male,Greater than 45,Caucasian,0,F,0
HighScore,Male,25 - 45,African-American,37,M,1
HighScore,Male,Less than 25,African-American,2,F,0
LowScore,Male,25 - 45,African-American,0,M,1
HighScore,Male,25 - 45,African-American,2,F,1
LowScore,Female,25 - 45,Caucasian,2,F,0
LowScore,Female,25 - 45,African-American,7,F,1
LowScore,Male,25 - 45,African-American,0,M,1
LowScore,Male,25 - 45,African-American,1,F,0
LowScore,Female,25 - 45,African-American,3,F,1
LowScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,African-American,0,F,0
LowScore,Male,25 - 45,African-American,1,F,0
HighScore,Male,25 - 45,African-American,15,F,1
HighScore,Male,Greater than 45,African-American,6,F,1
HighScore,Male,Less than 25,African-American,17,F,1
LowScore,Male,25 - 45,Hispanic,0,F,1
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Female,25 - 45,Hispanic,1,F,1
LowScore,Male,Less than 25,African-American,0,F,0
HighScore,Male,Greater than 45,Hispanic,9,F,1
LowScore,Female,25 - 45,Other,0,F,0
LowScore,Female,Greater than 45,African-American,1,F,0
LowScore,Male,25 - 45,African-American,1,M,1
HighScore,Male,Greater than 45,African-American,10,F,1
HighScore,Male,Less than 25,Caucasian,1,F,0
HighScore,Male,25 - 45,Caucasian,6,F,1
LowScore,Male,Greater than 45,African-American,1,M,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Female,25 - 45,African-American,9,M,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,25 - 45,African-American,10,F,1
HighScore,Male,Less than 25,Caucasian,3,F,1
LowScore,Male,25 - 45,Other,0,F,1
HighScore,Male,Greater than 45,African-American,0,M,0
HighScore,Male,Less than 25,African-American,3,F,1
HighScore,Male,25 - 45,African-American,13,F,0
LowScore,Male,Greater than 45,African-American,3,M,1
LowScore,Male,25 - 45,African-American,5,F,1
LowScore,Male,Greater than 45,African-American,2,F,0
HighScore,Male,Less than 25,Caucasian,0,M,1
LowScore,Male,Greater than 45,Caucasian,1,M,0
LowScore,Female,Less than 25,Caucasian,0,F,1
HighScore,Male,Less than 25,African-American,0,M,0
LowScore,Male,Greater than 45,African-American,1,F,0
LowScore,Female,25 - 45,Caucasian,0,F,0
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,F,1
HighScore,Male,25 - 45,African-American,2,F,1
LowScore,Male,25 - 45,Caucasian,3,F,0
LowScore,Male,25 - 45,African-American,3,M,1
HighScore,Male,25 - 45,African-American,7,F,1
LowScore,Male,25 - 45,African-American,1,F,0
HighScore,Male,25 - 45,Caucasian,0,F,1
LowScore,Female,25 - 45,Caucasian,2,F,0
HighScore,Male,Less than 25,Hispanic,6,F,1
HighScore,Male,25 - 45,African-American,21,F,1
LowScore,Female,25 - 45,Caucasian,0,M,0
HighScore,Male,Less than 25,African-American,0,F,1
LowScore,Female,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,African-American,25,F,1
HighScore,Female,Less than 25,Caucasian,0,F,0
HighScore,Male,25 - 45,Caucasian,0,M,1
LowScore,Male,25 - 45,Caucasian,0,F,0
HighScore,Male,Greater than 45,Caucasian,0,F,1
LowScore,Male,25 - 45,Caucasian,0,F,1
LowScore,Male,25 - 45,Caucasian,1,M,0
HighScore,Female,25 - 45,African-American,12,F,1
LowScore,Male,25 - 45,African-American,3,F,0
LowScore,Male,Greater than 45,African-American,15,F,1
LowScore,Male,25 - 45,African-American,9,F,1
LowScore,Female,25 - 45,African-American,1,F,0
HighScore,Male,Less than 25,African-American,1,M,0
LowScore,Male,Greater than 45,African-American,1,F,0
LowScore,Male,25 - 45,Caucasian,1,M,0
HighScore,Male,Less than 25,African-American,3,F,1
LowScore,Male,25 - 45,Caucasian,1,M,1
LowScore,Male,25 - 45,Caucasian,1,F,0
HighScore,Male,Less than 25,Caucasian,1,F,1
LowScore,Male,Greater than 45,Other,2,F,0
LowScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,25 - 45,Caucasian,5,F,0
HighScore,Male,25 - 45,African-American,6,M,1
LowScore,Male,Greater than 45,African-American,1,M,0
LowScore,Female,25 - 45,African-American,2,M,1
LowScore,Male,25 - 45,Caucasian,0,M,0
HighScore,Male,Greater than 45,African-American,22,F,1
LowScore,Male,25 - 45,African-American,4,F,1
LowScore,Male,25 - 45,Caucasian,2,F,0
HighScore,Female,Less than 25,African-American,1,F,0
LowScore,Male,25 - 45,Hispanic,0,M,0
HighScore,Male,Less than 25,African-American,3,F,0
LowScore,Male,25 - 45,African-American,2,F,0
LowScore,Male,25 - 45,African-American,7,F,1
HighScore,Female,25 - 45,African-American,14,F,1
HighScore,Male,25 - 45,Caucasian,2,M,0
HighScore,Male,Less than 25,African-American,6,F,1
LowScore,Male,25 - 45,Hispanic,1,F,1
LowScore,Male,25 - 45,African-American,2,M,0
LowScore,Male,Greater than 45,Hispanic,0,F,0
HighScore,Female,Less than 25,African-American,0,F,0
LowScore,Male,Less than 25,Caucasian,0,F,0
HighScore,Male,25 - 45,African-American,5,F,1
LowScore,Male,25 - 45,Caucasian,4,M,0
LowScore,Male,25 - 45,Other,1,F,1
LowScore,Male,Greater than 45,Hispanic,1,F,1
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,Greater than 45,Caucasian,1,F,0
LowScore,Female,Less than 25,African-American,0,F,0
LowScore,Male,25 - 45,Hispanic,0,F,0
LowScore,Female,25 - 45,Caucasian,2,F,0
HighScore,Male,25 - 45,Caucasian,8,F,1
LowScore,Male,25 - 45,Caucasian,2,F,0
LowScore,Male,25 - 45,Caucasian,0,F,1
LowScore,Male,Less than 25,African-American,1,F,0
HighScore,Male,25 - 45,African-American,3,F,0
LowScore,Male,Less than 25,Caucasian,0,F,0
HighScore,Male,Less than 25,Caucasian,0,F,1
LowScore,Female,25 - 45,Caucasian,4,F,1
LowScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,Less than 25,Hispanic,0,F,0
LowScore,Male,Greater than 45,African-American,3,F,0
HighScore,Male,25 - 45,African-American,7,F,1
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,Caucasian,3,F,0
LowScore,Male,25 - 45,Hispanic,0,F,0
LowScore,Male,Greater than 45,African-American,0,F,0
HighScore,Male,Greater than 45,African-American,17,F,1
HighScore,Male,25 - 45,African-American,8,F,1
HighScore,Male,Less than 25,Caucasian,1,F,0
LowScore,Male,25 - 45,Caucasian,0,M,1
HighScore,Male,25 - 45,Caucasian,1,M,1
LowScore,Male,25 - 45,African-American,1,F,0
LowScore,Male,Less than 25,African-American,2,F,1
LowScore,Male,Greater than 45,Caucasian,4,F,0
LowScore,Male,25 - 45,African-American,4,F,0
LowScore,Female,25 - 45,Hispanic,0,M,1
HighScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,Caucasian,1,M,1
LowScore,Male,25 - 45,Hispanic,2,F,0
LowScore,Male,Greater than 45,Caucasian,1,F,0
LowScore,Male,Greater than 45,African-American,1,M,1
LowScore,Male,Greater than 45,Caucasian,0,F,0
HighScore,Male,Less than 25,Caucasian,3,M,1
LowScore,Male,25 - 45,African-American,1,F,0
LowScore,Male,25 - 45,Hispanic,1,F,0
HighScore,Female,25 - 45,African-American,10,M,1
HighScore,Male,25 - 45,African-American,10,M,1
HighScore,Male,25 - 45,African-American,6,F,1
LowScore,Male,25 - 45,African-American,0,F,0
HighScore,Male,Greater than 45,Caucasian,10,F,0
HighScore,Male,25 - 45,African-American,1,F,1
HighScore,Male,Greater than 45,African-American,10,F,1
LowScore,Male,25 - 45,African-American,4,M,0
HighScore,Male,25 - 45,Caucasian,10,F,1
LowScore,Female,Greater than 45,Caucasian,0,M,0
HighScore,Male,25 - 45,African-American,3,M,0
HighScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,Greater than 45,Caucasian,0,F,0
HighScore,Male,25 - 45,Caucasian,16,M,0
HighScore,Male,Less than 25,African-American,4,F,1
HighScore,Male,Less than 25,African-American,0,F,1
LowScore,Male,Greater than 45,Caucasian,0,F,0
LowScore,Female,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,F,0
HighScore,Female,Greater than 45,African-American,7,F,0
LowScore,Male,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,African-American,3,F,1
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,25 - 45,Caucasian,0,M,0
HighScore,Male,25 - 45,Caucasian,11,F,1
LowScore,Male,Less than 25,African-American,0,F,0
HighScore,Male,Greater than 45,African-American,10,F,1
HighScore,Male,25 - 45,African-American,4,F,1
LowScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,African-American,0,F,0
LowScore,Male,Greater than 45,African-American,1,F,0
HighScore,Male,Less than 25,African-American,0,M,0
LowScore,Female,25 - 45,African-American,0,M,0
LowScore,Male,Greater than 45,Other,0,M,0
LowScore,Male,Greater than 45,Other,2,F,0
HighScore,Male,Greater than 45,African-American,16,F,1
HighScore,Male,25 - 45,African-American,4,F,0
HighScore,Male,25 - 45,African-American,8,F,0
LowScore,Female,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,African-American,1,M,0
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Other,0,F,0
LowScore,Female,25 - 45,African-American,0,F,0
HighScore,Male,25 - 45,African-American,9,F,1
HighScore,Male,Greater than 45,African-American,1,F,0
LowScore,Male,25 - 45,Caucasian,1,F,0
LowScore,Female,Greater than 45,Caucasian,0,M,1
HighScore,Female,Greater than 45,African-American,8,F,0
HighScore,Male,25 - 45,African-American,5,F,1
LowScore,Male,Greater than 45,African-American,13,F,1
HighScore,Male,Less than 25,Other,0,M,1
LowScore,Male,25 - 45,African-American,8,F,1
LowScore,Male,Less than 25,African-American,0,M,0
HighScore,Male,Less than 25,African-American,1,F,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,Caucasian,0,F,0
LowScore,Male,25 - 45,Caucasian,1,F,0
LowScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,Greater than 45,Caucasian,5,F,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Female,25 - 45,Hispanic,0,F,0
LowScore,Female,25 - 45,African-American,1,F,0
LowScore,Female,25 - 45,African-American,0,F,0
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,25 - 45,Caucasian,0,F,1
HighScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,Greater than 45,Caucasian,1,M,0
HighScore,Male,Less than 25,African-American,2,F,0
HighScore,Male,Greater than 45,Caucasian,33,F,1
LowScore,Female,Greater than 45,Caucasian,1,F,0
HighScore,Male,Less than 25,African-American,1,M,1
HighScore,Male,Less than 25,African-American,4,F,1
LowScore,Female,25 - 45,Hispanic,0,F,0
LowScore,Male,Greater than 45,Other,0,M,0
LowScore,Male,25 - 45,African-American,0,F,0
LowScore,Male,Less than 25,Hispanic,0,F,1
LowScore,Male,25 - 45,African-American,1,M,0
LowScore,Male,25 - 45,Caucasian,4,F,0
LowScore,Female,25 - 45,Caucasian,0,F,0
HighScore,Male,25 - 45,Caucasian,14,F,0
LowScore,Male,Greater than 45,Caucasian,1,M,0
HighScore,Male,25 - 45,African-American,15,F,0
LowScore,Male,Less than 25,African-American,1,F,0
LowScore,Male,Greater than 45,African-American,1,M,0
HighScore,Male,25 - 45,Caucasian,2,F,1
HighScore,Male,25 - 45,Caucasian,1,M,0
HighScore,Male,25 - 45,African-American,1,F,1
HighScore,Male,25 - 45,African-American,18,M,1
HighScore,Male,Less than 25,African-American,1,F,1
LowScore,Male,25 - 45,Caucasian,1,F,1
LowScore,Male,Greater than 45,African-American,3,M,0
HighScore,Female,25 - 45,African-American,14,F,0
HighScore,Male,25 - 45,African-American,7,F,1
HighScore,Male,25 - 45,African-American,20,F,1
HighScore,Male,25 - 45,Caucasian,0,F,1
LowScore,Male,Less than 25,Caucasian,0,M,1
LowScore,Female,25 - 45,African-American,1,M,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,25 - 45,African-American,5,F,1
HighScore,Male,Less than 25,Caucasian,3,F,1
HighScore,Male,Less than 25,Hispanic,0,M,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Female,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,1,M,1
HighScore,Male,25 - 45,African-American,1,M,0
LowScore,Male,Less than 25,Caucasian,2,M,0
HighScore,Male,25 - 45,African-American,16,F,1
LowScore,Male,25 - 45,Caucasian,0,F,0
LowScore,Male,Less than 25,Caucasian,1,M,0
HighScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,Caucasian,0,F,0
LowScore,Male,25 - 45,Caucasian,0,F,0
LowScore,Male,25 - 45,Caucasian,1,F,0
LowScore,Male,25 - 45,Caucasian,1,F,1
HighScore,Male,Greater than 45,African-American,0,F,1
HighScore,Male,25 - 45,African-American,7,F,0
LowScore,Male,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,African-American,8,F,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,African-American,0,M,1
LowScore,Male,25 - 45,African-American,1,M,0
LowScore,Male,25 - 45,Caucasian,0,F,1
HighScore,Female,25 - 45,Caucasian,1,M,1
LowScore,Male,25 - 45,Caucasian,9,M,1
LowScore,Male,Greater than 45,African-American,2,F,1
HighScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,African-American,2,F,0
HighScore,Male,Less than 25,Other,5,M,1
HighScore,Female,Less than 25,African-American,4,M,1
LowScore,Male,Less than 25,African-American,1,M,0
LowScore,Male,25 - 45,Other,3,M,0
LowScore,Female,Greater than 45,African-American,2,F,0
HighScore,Male,25 - 45,African-American,2,M,1
LowScore,Female,25 - 45,African-American,0,M,0
HighScore,Male,Less than 25,Caucasian,0,F,1
LowScore,Female,Greater than 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,Caucasian,0,F,0
LowScore,Male,Greater than 45,African-American,1,M,0
LowScore,Male,Greater than 45,African-American,3,M,1
HighScore,Male,25 - 45,African-American,5,F,0
LowScore,Male,Greater than 45,Caucasian,1,F,0
LowScore,Male,25 - 45,Hispanic,2,F,0
LowScore,Female,Greater than 45,Hispanic,2,M,1
HighScore,Male,Less than 25,African-American,2,F,1
HighScore,Male,25 - 45,African-American,5,F,1
HighScore,Male,25 - 45,African-American,4,M,0
LowScore,Male,Less than 25,African-American,1,F,1
LowScore,Female,25 - 45,African-American,7,F,0
LowScore,Female,25 - 45,African-American,0,F,0
HighScore,Female,25 - 45,African-American,3,F,1
LowScore,Male,25 - 45,Other,2,F,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,Less than 25,African-American,0,M,0
HighScore,Male,Greater than 45,African-American,22,M,0
LowScore,Male,25 - 45,African-American,0,M,0
HighScore,Male,25 - 45,African-American,9,F,1
LowScore,Male,Less than 25,Caucasian,1,F,0
LowScore,Male,25 - 45,Caucasian,0,M,0
HighScore,Male,Greater than 45,African-American,0,F,1
HighScore,Male,25 - 45,African-American,10,F,1
LowScore,Male,Less than 25,Caucasian,0,F,0
LowScore,Female,Greater than 45,Caucasian,0,F,1
LowScore,Male,Greater than 45,Caucasian,2,M,1
LowScore,Male,25 - 45,Other,11,F,0
HighScore,Female,Less than 25,African-American,0,F,1
HighScore,Male,Less than 25,Hispanic,6,M,1
LowScore,Male,25 - 45,Caucasian,0,F,1
HighScore,Male,25 - 45,African-American,11,F,1
LowScore,Male,25 - 45,Caucasian,5,M,0
LowScore,Female,Greater than 45,African-American,0,M,0
HighScore,Male,25 - 45,African-American,13,F,1
LowScore,Male,Greater than 45,Hispanic,0,F,0
HighScore,Male,25 - 45,Caucasian,13,F,1
HighScore,Male,25 - 45,African-American,5,M,1
HighScore,Male,Greater than 45,Hispanic,8,F,0
LowScore,Male,Less than 25,African-American,0,F,0
LowScore,Male,25 - 45,African-American,8,F,1
HighScore,Male,Greater than 45,Asian,3,F,1
HighScore,Male,25 - 45,Other,0,M,0
HighScore,Female,25 - 45,African-American,13,F,0
LowScore,Male,Less than 25,African-American,0,F,1
LowScore,Male,Less than 25,African-American,0,F,1
LowScore,Male,Greater than 45,Caucasian,2,M,0
HighScore,Female,25 - 45,African-American,5,F,1
HighScore,Male,Greater than 45,African-American,7,F,0
HighScore,Female,Less than 25,African-American,0,F,0
HighScore,Male,25 - 45,African-American,6,M,1
HighScore,Male,25 - 45,Caucasian,3,F,0
HighScore,Male,25 - 45,African-American,3,F,1
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,Hispanic,1,M,1
LowScore,Male,25 - 45,African-American,1,F,1
LowScore,Male,25 - 45,Other,1,F,0
HighScore,Male,Less than 25,African-American,1,F,0
HighScore,Male,25 - 45,Caucasian,3,F,1
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,F,0
LowScore,Male,25 - 45,African-American,0,F,0
LowScore,Male,25 - 45,Hispanic,0,F,0
LowScore,Male,Greater than 45,Caucasian,1,F,0
LowScore,Male,Greater than 45,Caucasian,0,M,0
HighScore,Male,Greater than 45,African-American,14,F,1
HighScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,25 - 45,Caucasian,6,M,0
LowScore,Female,Greater than 45,Caucasian,2,F,1
LowScore,Male,25 - 45,African-American,7,F,0
LowScore,Male,25 - 45,Caucasian,1,M,0
HighScore,Male,Greater than 45,African-American,7,F,1
LowScore,Male,Greater than 45,Caucasian,0,M,0
LowScore,Male,25 - 45,Caucasian,0,M,0
HighScore,Male,25 - 45,African-American,0,M,1
HighScore,Male,25 - 45,African-American,4,M,1
LowScore,Male,25 - 45,African-American,0,F,0
HighScore,Male,25 - 45,Hispanic,17,F,1
HighScore,Male,25 - 45,Caucasian,2,F,1
LowScore,Female,25 - 45,African-American,0,M,1
LowScore,Male,Greater than 45,Hispanic,2,F,1
LowScore,Male,25 - 45,Hispanic,0,M,0
HighScore,Male,25 - 45,Hispanic,8,F,1
HighScore,Male,25 - 45,Hispanic,0,M,0
LowScore,Male,Less than 25,African-American,1,F,1
HighScore,Male,25 - 45,African-American,0,F,1
LowScore,Male,Greater than 45,African-American,2,F,1
LowScore,Male,25 - 45,African-American,1,F,0
HighScore,Male,25 - 45,African-American,12,M,1
HighScore,Male,25 - 45,African-American,0,F,1
HighScore,Male,25 - 45,African-American,0,M,0
LowScore,Male,25 - 45,Caucasian,0,M,0
LowScore,Female,25 - 45,African-American,1,F,0
LowScore,Male,25 - 45,Caucasian,4,M,0
LowScore,Male,Greater than 45,Caucasian,1,F,0
HighScore,Male,Less than 25,African-American,0,F,0
HighScore,Male,25 - 45,Caucasian,0,F,0
HighScore,Male,Less than 25,African-American,1,F,0
HighScore,Male,25 - 45,Caucasian,7,M,1
HighScore,Male,25 - 45,African-American,11,F,1
